contradiction,n,contradicción{f}, /?k??nt???d?k??n/ (statement that contradicts itself)
contradiction in terms,n,contradicción en los términos{m}, (expression in which components contradict one another)
contradictorily,adv,contradictoriamente, (in a contradictory manner)
contradictory,adj,contradictorio,
contradictory,adj,contradictorio, /?k?ntr??d?kt?i/ (that contradicts something)
contrail,n,estela{f}, (artificial cloud from jet aircraft)
contraindicate,v,contraindicar, (to make inadvisable)
contraindication,n,contraindicación{f}, /?k?nt???nd??ke???n/ (factor or symptom)
contraption,n,artilugio{m}, /k?n?træp.??n/ (complicated and precarious machine)
contrast,n,contraste{m}," (control on a television, etc)"
contrast,n,contraste{m}, (degree of this difference)
contrast,n,contraste{m}," (difference between two objects, people or concepts)"
contrast,n,contraste{m}, /?k?nt(?)?æst/ (difference that makes colours more or less distinguishable)
contrast,v,contrastar, (to form a contrast)
contravene,v,contravenir," /?k?n.t???vi?n/ (to act contrary to an order, or fail to conform)"
contretemps,n,contratiempo{m}, /k??n.t??.t??/ (an unforeseen or embarrassing event)
contribute,v,contribuir," /k?n?t(?)??bju?t/ (to give something, that is or becomes part of a larger whole)"
contribution,n,"contribución{f},aporte{m}", (something given or offered that adds to a larger whole)
contribution,n,contribución, (the act of contributing)
contrite,adj,contrito, /k?n?t?a?t/ (Sincerely penitent)
contrive,v,idear, (To form by an exercise of ingenuity; to devise; to plan; to scheme; to plot)
contrive,v,improvisar," (To invent, to make devices; to form designs especially by improvisation)"
control,n,"administración{f},control{m},dirección{f},manejo{m},organización{f}", (authority)
control,n,"control{m},autodominio{m}", (emotional restraint)
control,n,"patrón de comparación{m},de control", (in an experiment)
control,n,"control{m},mando{m}", (machine)
control,n,contramedida{f}, (security mechanism)
control,v,controlar, /k?n?t(?)ro?l/ (to exercise influence over; to suggest or dictate the behavior of)
control arm,n,brazo oscilante transversal{m}, (suspension member)
control city,n,ciudad control{f}, (a city listed as a destination on highway signs)
controllable,adj,controlable, (able to be controlled)
controlled,adj,controlado, /k?n?t(?)ro?ld/ (resulting from a comparison)
controller,n,controlador,
controversial,adj,"controversial,controvertido", /k?n.t??.?v?.??l/ (arousing controversy)
controversy,n,"controversia{f},polémica{f}"," /?k?nt???v?si/ (debate, discussion of opposing opinions)"
contumacious,adj,contumaz," (in law, willfully disobedient)"
contumacious,adj,insubordinado, /?k??n.t??me?.??s/ (contemptuous of authority)
contumacy,n,contumacia," (disobedience, resistance to authority)"
contumelious,adj,"contencioso{m},despreciativo,desdeñoso", /?k?n.t??mi?.li.?s/ (rudely contemptuous; showing contumely)
contumely,n,"injuria{f},ofensa{f},contumelia{f}", /?k?ntju?m?li/ (offensive and abusive language or behaviour)
contusion,n,contusión{f}, (wound in which the skin is not broken)
conundrum,n,"interrogante{m}dilema{m},enigma{m}", (difficult choice or decision)
conundrum,n,"adivinanza,acertijo{n}", /k??n?n.d??m/ (difficult question or riddle)
conure,n,periquito{m}, (any of many New World parakeets of the genusConurus)
convection,n,convección{f}, /k?n?v?k??n/ (process of conveying something)
convene,v,convenir," /?k?n.v?in/ (to come together, to meet, to unite)"
convenience,n,"comodidad{f},conveniencia", (anything that makes for an easier life)
convenience,n,conveniencia," (quality of being suitable, useful or convenient)"
convenient,adj,"conveniente,cómodo", (of or pertaining to convenience; simple; easy; expedient)
conveniently,adv,convenientemente, (in a convenient manner)
convention,n,convenio{m}," (agreement, contract or pact)"
convention,n,"costumbre{f},convención{f}"," (generally accepted principle, method or behaviour)"
convention,n,convención{f}, /k?n?v?n.??n/ (meeting or a gathering)
convention,n,"tratado{m},convención{f}", (treaty)
conventional,adj,convencional, /k?n?v?n??nl/ (following an accepted principle)
conventional,adj,convencional," (ordinary, commonplace)"
conventionalism,n,convencionalismo{m}, (Adherence to social conventions)
converge,v,"converger,parecerse", (to approach each other)
converge,v,"converger,acotar", (to have a limit)
convergent,adj,convergente, (that converges or focuses)
conversant,adj,versado, /k?n?v?s?nt/ (familiar)
conversation,n,conversación{f}, /?k?nv??se???n/ (talking)
converse,n,recíproca{f}, /?k?nv?s/ (proposition of the specific form)
converse,v,conversar, /k?n?v?s/ (to engage in conversation)
conversion,n,conversión{f}, /k?n?v???n/ (the act of having converted something or someone)
convert,n,converso, /?k?n.v?t/ (person who has converted religion)
convert,n,converso, (person in favour of something they previously opposed or disliked)
convert,v, [reflexive]convertir, (become converted)
convert,v,convertir," (change (something) from one use, function, or purpose to another)"
convert,v,convertir, (express (a quantity) in alternative units)
convert,v,convertir," (induce (someone) to adopt a particular religion, faith, or belief)"
convert,v,convertir," (transform (something) into another form, substance, state, or product)"
convert,v, [reflexive]convertir," (undergo a conversion of religion, faith or belief)"
convertible,adj,convertible, (able to be converted)
convertible,n,"convertible{m} [Latin America],descapotable{m} [Spain]", (car whose roof can be removed or folded)
convertible mark,n,marco convertible{m}, (currency of Bosnia and Herzegovina)
convex,adj,convexo, /?k?nv?ks/ (curved or bowed outward like the outside of a bowl or sphere or circle)
convexity,n,convexidad{f}, (convex line of surface)
convexity,n,convexidad{f}, (state of being convex)
convey,v,"transportar,trasladar", /k?n?ve?/ (to carry)
convey,v,"comunicar,expresar,pasar un recado,dar un recado", (to communicate)
convey,v,"transferir,ceder", (to transfer legal rights)
conveyor belt,n,cinta transportadora{f}, (continuous band moved to transport objects)
convince,v,convencer," /k?n?v?ns/ (to make someone believe, or feel sure about something)"
convivence,n,convivencia, (coexistence)
convoluted,adj,"complicado,enrevesado", /?k??nv??lu?t?d/ (complex)
convoy,n,caravana{m}," /?k?n.v??/ (group of vehicles traveling together for safety, especially one with an escort)"
convulse,v,"convulsionar,crispar", (to violently shake)
convulsion,n,convulsión{f}, (intense muscular contraction)
coo,n,arrullo{m}, /ku?/ (murmuring sound made by a dove or pigeon)
coo,v,arrullar," (make a soft murmuring sound, as a pigeon)"
cook,n,"cocinero{m},cocinera{f}", /k?k/ (a person who prepares food for a living)
cook,v,cocerse, (colloquial: to be uncomfortably hot)
cook,v,"cocinar,cocer", (to become ready for eating)
cook,v,cocinar, (to prepare food)
cook,v,cocinar, (to prepare (food) for eating)
cookbook,n,libro de recetas{m}, /?k?k?b?k/ (book of cooking recipes)
cooked,adj,"cocinado,cocido"," /k?kt/ (of food, that has been prepared by cooking)"
cooker,n,cocina{f}, /?k?k?/ (appliance or utensil for cooking)
cookie,n,galleta{f}," /?k?ki/ (small, flat baked good, see also: biscuit)"
Cookie Monster,prop,Monstruo de las Galletas{m}, (Sesame Street character)
cooking,n,cocción{f}, /?k?.k??/ (the process of preparing food by using heat)
cooking oil,n,aceite de cocina{m}, (purified fat)
Cook Islander,n,de las Islas Cook, (person from the Cook Islands)
Cook Islands,prop,Islas Cook{f-p}, /?k?k ?ai.l?ndz/ (self-governing country in Oceania)
Cook Islands Maori,prop,"maorí de Islas Cook{m},rarotongano{m}", (official language of the Cook Islands)
cool,adj,frío, (allowing or suggesting heat relief)
cool,adj,"bacán[Chile, Ecuador, Peru],bacano[Colombia],bárbaro[Argentina, Uruguay],bravazo[Peru],cachilupi[Chile],chévere[Caribbean Islands, Colombia, Ecuador, Panama, Peru, Venezuela],chido[Mexico],chilero[Guatemala],chilo[Northwestern Mexico],chiva[Costa Rica],chivo[El Salvador],choro[Chile],dabuten[Spain],fetén[Spain],fino[Venezuela],guay[Spain],lindo[Argentina],machete[Venezuela],mostro[Peru],nota[Venezuela],padre[Mexico],pavo[Venezuela],pura vida[Costa Rica],suave[Mexico],tuanis[Costa Rica],piola"," (colloquial: all right, acceptable)"
cool,adj,"genial,guay[Spain],bacán,chévere[Slang-Latin America]"," (colloquial: being considered as ""popular"" by others)"
cool,adj,guay, (colloquial: in fashion)
cool,adj,fresco, /ku?l/ (having a slightly low temperature)
coolant,n,refrigerante{m}, (a fluid)
cool as a cucumber,adj,estar más fresco que una lechuga, (calm and composed; self-possessed)
cooler,n,hielera, /?ku?l.?(?)/ (insulated bin or box to keep food cold while picnicking or camping)
coolie,n,culi{m}, /?ku?li/ (unskilled Asian worker)
cooling,adj,refrigerante, (that cools)
cooling,n,enfriamiento{m}, (decrease in temperature)
cooling,n,enfriamiento{m}, (refrigeration)
coon eyes,n,"ojera{f},ojeras{f}",
cooper,n,tonelero, /?ku?p?(?)/ (craftsman)
cooperate,v,cooperar, /ko???p??e?t/ (to work together)
cooperation,n,cooperación, /kow?p???ej??n/ (act of cooperating or being cooperative)
cooperative,adj,cooperativo, (ready to work with another)
cooperative,n,cooperativa{f}, (type of company)
Cooper's hawk,n,azor de Cooper{m}, (hawk)
coordinate,n,coordenada{f}," /ko????d?n?t/ ((mathematics, cartography) A number representing the position of a point along a line, arc, or similar one-dimensional figure?)"
coordinate,v,coordinar, (to match)
coordinate,v,coordinar, (to synchronize)
coordinate system,n,sistema de coordenadas{m}, (method of representing points in a space)
coordinating conjunction,n,conjunción coordinante{f}, (conjunction that joins two grammatical elements of the same status or construction)
coordination,n,coordinación, (an equal joining together two or more phrases or clauses)
coordination,n,coordinación{f}," /ko???rd??ne???n/ (the act of coordinating, making different people or things work together for a goal or effect)"
coordination,n,coordinación, (the ability to coordinate one's senses and physical movements in order to act skillfully)
coordination,n,coordinación, (The reaction of one or more ligands with a metal ion to form a coordination compound)
coordination,n,coordinación, (the resulting state of working together; cooperation; synchronization)
coordinator,n,"conjunción coordinante{f},nexo coordinante{m}", (a lexical class of words)
coordinator,n,"coordinador{m},coordinadora{f}", (One who coordinates)
coot,n,focha común{f}, /ku?t/ (bird)
cop,n,"tombo{m},paco{m}", /k?p/ (police officer)
copacetic,adj,"requetebueno,estupendo,genial"," /?ko?.p??s?t.?k/ (fine, excellent, going just right, swell)"
copal,n,copal{m}, /?ko?p?l/ (tree resin)
co-parents-in-law,n,consuegros{m-p}, (the parents of one's son- or daughter-in-law)
cope,v,afrontar, /k??p/ (to deal effectively with something difficult)
Copenhagen,prop,Copenhague, /?ko?p?n?he???n/ (capital of Denmark)
copernicium,n,copernicio{m}, /ko?p?r?n?si?m/ (chemical element)
Copernicus,prop,Copérnico, (surname)
copilot,n,copiloto{m}, (relief or assistant pilot of an aircraft)
coping,n,afrontamiento{m}," (the process of managing taxing circumstances, expending effort to solve personal and interpersonal problems, and seeking to master, minimize, reduce or tolerate stress or conflict.)"
copious,adj,copioso,
copious,adj,copioso{m}, /?ko?pi?s/ (great in quantity)
cop killer,n,matapolicías{m}, (a Teflon-coated bullet)
copper,adj,cobrizo, (made of copper)
copper,n,cobre{m}, /?k?.p?/ (chemical element)
copper,n,"paco{m} [colloquial, derogatory. Chile.]", (slang: a policeman)
copperleaf,n,acalifa{f}, (Acalypha wilkesiana)
coppersmith,n,calderero, (a person who forges things out of copper)
copra,n,copra{f}, (dried kernel of coconut)
coproduction,n,coproducción{f}, (coproduction)
coprolalia,n,coprolalia{f}, (uncontrolled use of obscenity)
coprolite,n,coprolito{m}, /?k?p??(?)l??t/ (fossilized excrement)
coprophilia,n,coprofilia{f}, (marked interest in excrement; the use of feces for sexual excitement)
copse,n,"bosquecillo{m},soto{m},matorral{m}", /k?ps/ (thicket of small trees or shrubs)
Copt,n,"copto{m},copta{f}", (member of the Coptic Church)
Coptic,adj,copto," /?k?pt?k/ (of or pertaining to the Copts, Coptic Orthodox Church or to the Coptic language)"
copula,n,cópula{f}, /?k?pj?l?/ (grammar: linking kind of word)
copulate,v,copular, /?k?.pj?.le?t/ (to engage in sexual intercourse)
copy,n,copia{f},
copy,n,copia{f}, /?k?pi?/ (result of copying; an identical duplication)
copy,n,ejemplar{m}, (printed edition of a book or magazine)
copy,n,copia, (result of gene or chromosomal duplication)
copy,v,"imitar,copiar", (imitate)
copy,v,copiar, (produce something identical)
copy,v,recibir, (radio term)
copycat,n,"copión{m},copiona{f}", (one who imitates others' work without adding ingenuity)
copy editor,n,corrector{m}, (editor who prepares text for publication)
copypasta,v, [texto]pegar," /k?pi?pe?st?/ (to copy and paste data, usually text)"
copyright,n,derechos de autor{m-p}, /?k?pi??a?t/ (right to publish)
copywrite,v,escribirtextopublicitario, (to write the text of an advertisement)
copywriter,n,redactor{m}, /?k??pi??a???/ (a person who writes advertising copy)
coquetry,n,coquetería{f}, /?ko?k?tri/ (affectation of amorous tenderness)
coquettish,adj,coqueto," (as a young, flirting girl; flirtatious)"
coral,n,coral{m}, /?k???l/ (colony)
coralline,adj,coralino, (of the material coral)
coral reef,n,arrecife de coral{m}, (mound or hummock of coral)
Coral Sea,prop,mar del Coral{m}, (part of the Pacific Ocean)
coral snake,n,"coralillo{m},víbora de coral{f}", (snake)
coral vine,n,coral{m}, (Mexican flowering vine)
cor anglais,n,corno inglés{m}, (woodwind instrument)
cord,n,"cuerda{f},cable{m},hilo{m},cordón{m}", /k??d/ (length of twisted strands)
cord,n,cable{m}," (wires surrounded by a coating, used to supply electricity)"
cordectomy,n,cordectomía{f}, (surgical removal of a cord)
cordial,adj,cordial, /?k??.d?.?l/ (hearty)
cordial,adj,cordial, (radiating warmth and friendliness)
cordial,n,cordial, (concentrated drink)
cordially,adv,cordialmente, (in a friendly manner)
cordless,adj,inalámbrico, (without a cord)
Cordoban,adj,cordobés, (of or pertaining to Córdoba)
Cordoban,n,cordobés{m}, (a person from Córdoba)
cordotomy,n,cordotomía{f}, (surgical procedure)
corduroy,n,pana{f}, /?k??d????/ (heavy fabric with vertical ribs)
core,n,"alma{f},esencia{f},núcleo{m}",
core,n,corazón{m}," /k??/ (central part of fruit, containing the kernels or seeds)"
Corfu,prop,Corfú{m}, (city)
Corfu,prop,Corfú{m}, /?k??.fju/ (island)
coriander,n,"cilantro{m},coriandro{m}", (Coriandrum sativumplant)
Corinth,prop,Corinto, /?k??.?n?/ (city in Greece)
cork,n,corcho{m}, (bottle stopper)
cork,n,corcho{m}, /k??k/ (bark of the cork oak)
cork oak,n,alcornoque{m}," (a type of evergreen oak tree,Quercus suber)"
corkscrew,adj,espiral, (having the winding shape of a corkscrew)
corkscrew,n,sacacorchos{m}, /?k??k.sk?u/ (implement for opening bottles sealed by a cork)
corm,n,cormo{m}, (underground stem of a plant)
cormorant,n,cormorán{m}, /?k??m???nt/ (seabird)
corn,n,callo{m}, (type of callus)
corncob,n,"olote{m},coronta{f},marlo{m},tusa{f},zuro{m},mazorca{f}", /?k??nk?b]/ (core of an ear of corn)
corncrake,n,guión de codornices{m}, (the birdCrex crex)
cornea,n,córnea{f}, /?k??(?)ni?/ (layer forming the front of the eye)
corneal,adj,corneal, (of or pertaining to the cornea)
corned beef,n,carne en conserva{f}, (beef conserved in tins)
cornel,n,"cornejo{m},corno{m}", (tree)
Cornelia,prop,Cornelia{f}, (female given name)
Cornelius,prop,Cornelio, (male given name)
corner,n,esquina{f}, (intersection of two streets)
corner,n,"ángulo{m},rincón{m} (corner between walls),esquina{f}", (space in the angle between converging lines or walls)
corner kick,n,"tiro de esquina{m},saque de esquina{m},córner{m}", (in soccer)
cornerstone,n,piedra angular, (ceremonial stone)
cornerstone,n,fundamento," (that which is prominent, fundamental, noteworthy, or central)"
cornet,n,corneta{f}, /k???n?t/ (musical instrument)
cornet,n,"cono{m},cucurucho{m}", (pastry shell to be filled with ice-cream)
cornet,n,"cartucho{m},cucurucho{m}", (piece of paper twisted to make a container)
cornfield,n,"milpa{f},maizal", (a field of corn)
corn flakes,n,copos de maíz{m-p}, (breakfast cereal)
cornflour,n,"maicena{f},harina de maíz{f},fécula{f},almidón{f}", /?k??n.fl??/ (a very fine starch powder derived from maize)
cornflower,n,"azulejo{m},aciano{m}", /?k??n?fla??/ (Centaurea cyanus)
cornice,n,cornisa{f},
cornice,n,cornisa{f}, (horizontal architectural element)
corniche,n,cornisa{f}," /k????ni??/ (road built on a ledge, especially by water)"
Cornish,prop,córnico, /?k???n??/ (A Celtic language)
cornrow,n,trenzaafricana{f}, (braided hair close to the scalp)
corn salad,n,canónigo{m}, (a plant)
corn smut,n,"huitlacoche{m},cuitlacoche{m}", (fungus)
corn snake,n,serpiente del maíz, (a species of rat snake)
cornstarch,n,"maicena{f},harina de maíz{f},fécula{f},almidón{f},maizena{f}", (very fine starch powder)
corn syrup,n,jarabe de maíz{m}, (sticky sweet liquid)
cornucopia,n,cornucopia{f}, /?k??r.n??ko?.pi.?/ (mythical horn endlessly overflowing with food and drink)
Cornwall,prop,Cornualles{f}, /?k??nw??l/ (county of England)
corny,adj,cursi, /?k??ni/ (excessively sentimental)
corolla,n,corola{f}, (whorl of a flower)
corollary,n,corolario{m}, /?k????l??i/ (proposition which follows easily)
corona,n,corona{f}, (crown)
corona,n,corona{f}, (of a star)
coronal,adj,coronal, (produced with tip or blade of tongue)
coronal,n,coronal{m}, /?k???n?l/ (consonant produced with tip or blade of tongue)
coronal mass ejection,n,eyección de masa coronal{f}, (coronal mass ejection)
coronation,n,coronación{f}, /?k???ne???n/ (the act or solemnity of crowning)
coronavirus,n,coronavirus{m}, /k?????n??v????s/ (virus)
corpectomy,n,corpectomía{f}, (surgical removal)
corporal,adj,corporal, (of the body)
corporal,n,corporal{m}, (ecclesiastical: cloth on which the elements of the Eucharist are placed)
corporal,n,cabo, (military rank)
corporate,adj,incorporado, (formed into a corporation; incorporated)
corporate,adj,corporativo," /?k??p(?)r?t/ (of, or relating to a corporation)"
corporation,n,corporación{f}, /?k??p???e???n/ (company)
corporeal,adj,corpóreo, /k???p?????l/ (bodily)
corpse,n,cadáver{m}, /?k??(?)ps/ (dead body)
corpulence,n,obesidad{f}, (state or characteristic of being corpulent)
corpulent,adj,obeso, (large in body; fat)
corpus,n,corpus{m}, (linguistics: collection of writings)
corpuscle,n,corpúsculo{m}, (A minute particle)
corpus delicti,n,cuerpo del delito{m}, (the evidence)
corpus juris,n,cuerpo de leyes{m}, (Entire body of laws)
corral,n,corral{m}, /k??r??l/ (enclosure for livestock)
corral,v,acorralar, (capture or round up)
corral,v,acorralar, (make a circle of vehicles)
corral,v,acorralar, (place inside of a corral)
correct,adj,correcto, /k????kt/ (free from error)
correct,v,corregir, (To make something that was not valid become right)
correctable,adj,corregible, (able to be corrected)
correcting fluid,n,corrector líquido{m}, (liquid used to cover a mistake)
correction,n,corrección{f}, /k????k??n/ (act of correcting)
correction,n,corrección, (substitution for an error or mistake)
corrective,adj,correctivo, (pertaining to correction)
corrective rape,n,"violación correctiva{f},violación curativa{f}", (rape attempting to turn somebody heterosexual)
correctly,adv,correctamente, (in a correct manner)
correctness,n,corrección{f}, (freedom from error)
correlate,v,correlacionar, (To be related by a correlation)
correlation,n,correlación, /k????le???n/ (measure of relationship)
correspond,v,corresponder," (To be equivalent or similar in character, quantity, quality, origin, structure, function etc)"
correspond,v,"escribircon,corresponderse"," (To exchange messages, especially by postal letter, over a period of time)"
correspondent,n,corresponsal{m}, (journalist)
corresponding,adj,correspondiente, (that have a similar relationship)
corridor,n,"pasillo{m},corredor{m}", (airspace)
corridor,n,"pasillo{m},corredor{m}", /?k????d??(?)/ (narrow hall or passage)
corrigendum,n,"errata,gazapo", /?k??.??d??n.d?m/ (error that is to be corrected in a printed work)
corroborate,v,corroborar, /k????b??e??t/ (To confirm or support with additional evidence)
corroboration,n,corroboración{f}," (the act of corroborating, strengthening, or confirming)"
corrode,v,"corroer,corroerse",
corrode,v,corroer, /k???o?d/ (to eat away)
corrode,v,corroer, (to have corrosive action)
corrosion,n,corrosión{f}, /k???o???n/
corrosive,adj,corrosivo{m}, (destroying texture or substance of a body)
corrugate,v,corrugar, (to fold into parallel folds)
corrugated,adj,"corrugado,corrugada"," (marked with parallel folds, ridges or furrows)"
corrugator supercilii,n,"superciliar{m},músculo superciliar{m}", (muscle)
corrupt,adj,corrupto, (in a depraved state)
corrupt,adj,corrupto, (with lots of errors in it)
corrupt,v,corromper, (to change from good to bad)
corruption,n,corrupción{f}, (act of corrupting)
corruptly,adv,"corruptamente,corrompidamente", (in a corrupt manner)
corsac fox,n,zorro Corsac, (Vulpes corsac)
corset,n,corsé{m}, /?k??(?).s?t/ (woman's garment)
Corsica,prop,Córcega{f}, (island in the Mediterranean)
Corsican,adj,corso," /?k???s?k?n/ (of, from, or pertaining to Corsica)"
Corsican,n,"corso{m},corsa{f}", (person from Corsica or of Corsican descent)
Corsican,prop,corso{m}, (language)
cortical,adj,cortical, /?k??.t?.k?l/ (anatomy: pertaining to the outer layer of an internal organ or body structure)
cortisol,n,cortisol{m}, (the steroid hormone hydrocortisone)
cortisone,n,cortisona{f}, (corticosteroid hormone)
corundum,n,corindón{m}, /k??r?n.d?m/ (mineral)
corvette,n,corbeta{f}, (modern warship)
corvine,adj,corvino," (of, pertaining to, or characteristic of crows or ravens)"
Corvus,prop,Corvus, (constellation of the southern sky)
cosecant,n,cosecante{f}, (reciprocal of the sine function)
Cosenza,prop,Cosenza, (town)
cosign,v,firmar conjuntamente, /?ko?.sa?n/ (to sign a document jointly with another person)
cosine,n,coseno{m}, /?ko?.sa?n/ (trigonometric function)
co-sister-in-law,n,concuñada{f}, (one's brother-in-law or sister-in-law's sister)
co-sister-in-law,n,concuñada{f}, (one's husband's brother's wife)
Cosmas,prop,Cosme, /?k?zm??s/ (given name)
cosmetic,adj,"cosmético{m},superficial", /k?z?m?.??k/ (external or superficial)
cosmetic,n,cosmético{m}, (any substances applied to enhance the external color or texture of the skin)
cosmetics,n,"cosmético{m},cosméticos{m}", (preparations to change or enhance the beauty)
cosmetics,n,cosmética{f}, (study of such products)
cosmetologist,n,cosmetólogo{m}, (beautician)
cosmic,adj,cósmico, (of or from or pertaining to the cosmos or universe)
cosmic ray,n,rayo cósmico{m}, (cosmic radiation)
cosmic ray,n,rayo cósmico{m}, (energetic particle)
cosmodrome,n,cosmódromo{m}, (a site for launching spacecraft)
cosmogony,n,cosmogonía{f}, /k?z?m???ni/ (the study of the origin of the universe)
cosmological,adj,cosmológico," (of or pertaining to cosmology, or to the overall structure of the universe)"
cosmologist,n,cosmólogo{m}, (person who studies cosmology)
cosmology,n,cosmología{f}, (study of the physical universe)
cosmonaut,n,cosmonauta{m} {f}," (an astronaut, especially a Russian or Soviet one, see also: astronaut)"
cosmopolite,n,cosmopolita{m} {f} [adjective], /k?z?m?.p??la?t/ (cosmopolitan person)
cosmos,n,cosmos{m}, (herb)
cosmos,n,cosmos{m}, /?k?z.mo?s/ (the universe)
Cossack,n,cosaco{m}, /?k??sæk/ (member of a population)
cost,n,costo{m}," /?k?st/ (amount of money, time, etc.)"
cost,n,costo{m}, (negative consequence or loss)
cost,n,costar," (to incur a charge, a price)"
cost a pretty penny,v,"costar un ojo de la cara(cost an eye of the face),costar un huevo(cost a testicle),costar un huevo y medio(cost a testicle and a half)", (to be expensive)
Costa Rica,prop,Costa Rica{f}, /?ko?.st? ??i.k?/ (country)
Costa Rican,adj,"costarricense{m},costarriqueño{m},tico{m} [colloquial]", (pertaining to Costa Rica)
Costa Rican,n,"costarricense{m},costarriqueño{m}", (person from Costa Rica)
costly,adj,costosamente, (expensive)
cost of living,n,costo de vida{m}, (The average cost of a standard set of basic necessities of life)
costume,n,traje{m}," /?k?st(j)u?m/ (dress of a particular country, period or people)"
costume,n,traje{m}, (set of clothes appropriate for a particular occasion)
costume jewellery,n,bisutería{f}, (False jewellery)
cosy,adj,acogedor, /?ko?zi/ (affording comfort and warmth)
cosy,n,cubierta tejida{f}, (a padded or knit covering put on a teapot)
cot,n,"cuna{f},pesebre{m}", (bed for children)
cot,n,"catre{m},cama plegable{f}",
cot,n,"camilla{f},catre{m}", (portable or temporary bed)
cotangent,n,cotangente{f}, (trigonometric function)
Cotonou,prop,Cotonú, (the de-facto capital of Benin)
cottage,n,chalet, (A small house; a cot; a hut)
cottage cheese,n,cottage{m}, (a cheese curd product)
cotton,adj, dealgodón, (made of cotton)
cotton,n,algodón{m}, (fabric)
cotton,n,algodón{m}, (fiber)
cotton,n,algodón{m}, /?k?t.n?/ (plant)
cotton,v,llevarse bien, (have a good relationship)
cotton swab,n,"hisopo{m},cotonete{m}", (a small wad of cotton wrapped around the end of a small rod)
cottonwood,n,álamo{m}, (tree fromPopuluswith fluffy catkins)
cotyledon,n,cotiledón{m}, /?k?t.l.?i?d.n/ (leaf of the embryo of a seed-bearing plant)
couch,n,"sofá{m},sillón{m}", /ka?t?/ (furniture for seating)
cougar,n,"puma{m},león americano{m},león bayo{m},mitzli,onza bermeja{f}", /?ku??/ (Puma concolor)
cough,n,tos{f}, (condition that causes one to cough)
cough,n,tos{f}, (expulsion of air from the lungs)
cough,n,tos{f},
cough,v,toser, /k?f/ (push air from the lungs)
cough,v,toser, (make a noise like a cough)
"could I see the menu, please",phrase,"¿podría traerme el menú, por favor?,el menú, por favor", (said to ask for a menu)
coulomb,n,"culombio,coulomb", (unit of electrical charge)
Coulomb's law,prop,ley de Coulomb{f}, (the fundamental law of electrostatics)
coulometry,n,coulometría, (a technique in analytical chemistry)
coumarin,n,cumarina{f}, (aromatic compound)
council,n,concejo{m}, /?ka?n.s?l/ (committee that leads or governs)
councilman,n,concejal{m} {f}, (member of a city council)
counsel,n,consejo, (advice)
counsel,n,consulta{f}, /?ka?n.s?l/ (consultation)
counsel,n,abogado, (lawyer)
count,n,"punto{m},cargo{m}", (a charge of misconduct)
count,n,conde{m}, (ruler of a county (m))
count,n,cuenta{f}, (the act of counting)
count,n,"conteo{m},número", (the result of a tally that reveals the number of items in a set)
count,v,contar, /ka?nt/ (to enumerate or determine number)
count,v,importar, (to be of significance; to matter)
countable,adj,contable," (capable of being counted, having a quantity)"
countable,adj,numerable, (math: having a bijection with a subset of the natural numbers)
countable set,n,conjunto numerable{m}, (set that is countable)
countdown,n,"cuenta atrás{f} [Spain],cuenta regresiva{f} [Latin America]", /?ka?nt?da?n/ (a count backward to the time of some event)
countenance,n,"apariencia{f},semblante{m},expresión{f},rostro", /?ka?n.t?.n?ns/ (face)
countenance,v,"tolerar,apoyar,permitir"," (tolerate, support, sanction)"
counter,adv,en contra," (contrary, in opposition; in an opposite direction)"
counter,n,contador, /?ka?nt?/ (object used in counting)
counter,n,encimera{f}, (kitchen surface for food preparation)
counter,n,contador{m}, (one who counts)
counter,n,"mostrador{m},taquilla{f} (ticket window)", (table or board on which business is transacted)
counter-,prefix,contra-, (in opposition to)
counter,v,contraatacar, (boxing: to return a blow while receiving one)
counter,v,contradecir," (to contradict, oppose)"
counter-attack,n,contraataque{m}, (an attack made in response to an attack by the opponents)
counter-attack,v,contraatacar, (attack in response to an attack by opponents)
counterbalance,v,contrabalancear, (to apply weight in order to balance)
counterculture,n,contracultura{f}," (any culture whose values and lifestyles are opposed to those of the established mainstream culture, especially to western culture)"
countercurrent,n,contracorriente{f}, (Current that flows against the prevailing one)
counterespionage,n,"contraespionaje{m},contrainteligencia{f}", (activities to prevent spying)
counterfeit,adj,contrahechofalsificado, /?ka?n.t??f?t/ (intended to deceive or carry appearance of being genuine)
counterfeit,adj,contrahecho, (unauthentic)
counterfeit,n,contrahechura{f}, (fake)
counterfeit,v,"falsificar,contrahacer", (To produce something that appears to be official or valid)
countermand,n,contraorden{f}, /ka?nt??m??nd/ (an order to the contrary of a previous one)
countermeasure,n,contramedida{f}, (any action taken to counteract or correct another)
counter-offensive,n,contraofensiva{f}, (attack made in response to a previous offensive)
counteroffer,n,contraoferta{f}, (offer made in reply to an unacceptable offer)
counterpart,n,"homólogo{m},homóloga{f}", (one which has corresponding functions or characteristics)
counterproductive,adj,contraproducente, (more of a hindrance than a help)
counterproposal,n,contrapropuesta{f}, (alternative proposal)
counterrevolution,n,contrarrevolución{f}, (revolution to reverse effects of previous revolution)
counterrevolutionary,adj,"antirrevolucionario,contrarevolucionario{m}", (in opposition to a revolution)
counterrevolutionary,n,contrarevolucionario{m}, (person who opposes a revolution)
countersink,n,avellanado{m}, (a conical recess machined around a hole)
countersink,v,avellanar, (to create a conical recess)
countersurveillance,n,contravigilancia{f}, (the art of evading surveillance)
